device_id,radiation_fluence,voltage,current
0,374540118847362.5,0.0,1464845.1810376784
0,374540118847362.5,1.0,1510734.026367594
0,374540118847362.5,2.0,1512550.5263993584
0,374540118847362.5,3.0,1537612.5596871844
0,374540118847362.5,4.0,1492604.7295310022
0,374540118847362.5,5.0,1497252.2482180921
0,374540118847362.5,6.0,1498815.943037585
0,374540118847362.5,7.0,1491062.0156089603
0,374540118847362.5,8.0,1442601.5777212686
0,374540118847362.5,9.0,1554119.7451526704
0,374540118847362.5,10.0,1553079.979844947
0,374540118847362.5,11.0,1484458.8627141647
0,374540118847362.5,12.0,1520986.5937476854
0,374540118847362.5,13.0,1514293.1185749702
0,374540118847362.5,14.0,1518448.2164640073
0,374540118847362.5,15.0,1477075.7865380184
0,374540118847362.5,16.0,1526640.7967264103
0,374540118847362.5,17.0,1567620.4468248233
0,374540118847362.5,18.0,1631549.7039540515
0,374540118847362.5,19.0,1567355.883125055
0,374540118847362.5,20.0,1561899.4209949423
0,374540118847362.5,21.0,1544994.3893335643
0,374540118847362.5,22.0,1545306.5488817468
0,374540118847362.5,23.0,1596774.1081182421
0,374540118847362.5,24.0,1579215.0632663444
0,374540118847362.5,25.0,1553076.8798585767
0,374540118847362.5,26.0,1543868.082009862
0,374540118847362.5,27.0,1573956.7070114273
0,374540118847362.5,28.0,1565176.1695788458
0,374540118847362.5,29.0,1584882.5363389389
0,374540118847362.5,30.0,1580766.520991479
0,374540118847362.5,31.0,1603439.9308495494
0,374540118847362.5,32.0,1553713.6139295879
0,374540118847362.5,33.0,1631922.2716000539
0,374540118847362.5,34.0,1688947.626047925
0,374540118847362.5,35.0,1641304.7013745678
0,374540118847362.5,36.0,1613054.844268903
0,374540118847362.5,37.0,1637403.9711431097
0,374540118847362.5,38.0,1579491.2737429626
0,374540118847362.5,39.0,1563879.9543262732
0,374540118847362.5,40.0,1643054.5770833225
0,374540118847362.5,41.0,1603566.9652957106
0,374540118847362.5,42.0,1580269.6490869417
0,374540118847362.5,43.0,1598351.774567362
0,374540118847362.5,44.0,1593146.6001599187
0,374540118847362.5,45.0,1637389.4499769234
0,374540118847362.5,46.0,1655042.2916163178
0,374540118847362.5,47.0,1668091.874284314
0,374540118847362.5,48.0,1671357.626708998
0,374540118847362.5,49.0,1669823.4603294572
0,374540118847362.5,50.0,1641152.4839470917
0,374540118847362.5,51.0,1630389.957925886
0,374540118847362.5,52.0,1604084.3114496502
0,374540118847362.5,53.0,1693411.2045479866
0,374540118847362.5,54.0,1654065.2899472436
0,374540118847362.5,55.0,1649313.1574578125
0,374540118847362.5,56.0,1705265.7060886791
0,374540118847362.5,57.0,1638973.486695259
0,374540118847362.5,58.0,1699865.9213911213
0,374540118847362.5,59.0,1684881.9936329972
0,374540118847362.5,60.0,1643115.4150641481
0,374540118847362.5,61.0,1678391.7282119514
0,374540118847362.5,62.0,1716704.6177154998
0,374540118847362.5,63.0,1713775.1038509477
0,374540118847362.5,64.0,1740472.6607329585
0,374540118847362.5,65.0,1704375.7561183332
0,374540118847362.5,66.0,1810304.756273974
0,374540118847362.5,67.0,1667644.694926635
0,374540118847362.5,68.0,1688345.418987174
0,374540118847362.5,69.0,1702835.3702906948
0,374540118847362.5,70.0,1659445.1514982346
0,374540118847362.5,71.0,1746575.3980751606
0,374540118847362.5,72.0,1744870.9709646916
0,374540118847362.5,73.0,1717548.4426584018
0,374540118847362.5,74.0,1701509.5565443311
0,374540118847362.5,75.0,1671372.4439905703
0,374540118847362.5,76.0,1698641.6103947181
0,374540118847362.5,77.0,1754597.0842615478
0,374540118847362.5,78.0,1724528.8819673483
0,374540118847362.5,79.0,1720062.7029575924
0,374540118847362.5,80.0,1755299.3573486144
0,374540118847362.5,81.0,1781191.5856681757
0,374540118847362.5,82.0,1752830.4496999814
0,374540118847362.5,83.0,1757847.4532619782
0,374540118847362.5,84.0,1797866.7910933092
0,374540118847362.5,85.0,1759006.3161847168
0,374540118847362.5,86.0,1744986.9646699612
0,374540118847362.5,87.0,1782523.0422941828
0,374540118847362.5,88.0,1752798.050621753
0,374540118847362.5,89.0,1751854.1707803174
0,374540118847362.5,90.0,1812868.5612921836
0,374540118847362.5,91.0,1760489.911817248
0,374540118847362.5,92.0,1679629.821773595
0,374540118847362.5,93.0,1789101.0621952906
0,374540118847362.5,94.0,1765739.9296345352
0,374540118847362.5,95.0,1772505.6706219956
0,374540118847362.5,96.0,1801988.7407613602
0,374540118847362.5,97.0,1782866.8994411142
0,374540118847362.5,98.0,1799506.8268264073
0,374540118847362.5,99.0,1722207.5592515573
0,374540118847362.5,100.0,1763888.4287893553
1,971782082720960.6,0.0,3996275.899649976
1,971782082720960.6,1.0,3745436.7105968967
1,971782082720960.6,2.0,3900610.316784003
1,971782082720960.6,3.0,3915164.7581881564
1,971782082720960.6,4.0,4111259.491109197
1,971782082720960.6,5.0,3910898.75367657
1,971782082720960.6,6.0,3957501.681656622
1,971782082720960.6,7.0,3938815.2473394917
1,971782082720960.6,8.0,3857016.134095422
1,971782082720960.6,9.0,4047545.5462034033
1,971782082720960.6,10.0,4024500.954385732
1,971782082720960.6,11.0,4035498.70796963
1,971782082720960.6,12.0,3908028.2212641276
1,971782082720960.6,13.0,4100089.8672745954
1,971782082720960.6,14.0,3883936.602812289
1,971782082720960.6,15.0,4050738.5773004596
1,971782082720960.6,16.0,4187261.462410845
1,971782082720960.6,17.0,3939669.4655062156
1,971782082720960.6,18.0,3981458.4693124522
1,971782082720960.6,19.0,4042884.677624078
1,971782082720960.6,20.0,4001910.230457222
1,971782082720960.6,21.0,3924775.809284186
1,971782082720960.6,22.0,4063730.7313448796
1,971782082720960.6,23.0,3979554.9406039463
1,971782082720960.6,24.0,4112300.07162943
1,971782082720960.6,25.0,4006436.3657177417
1,971782082720960.6,26.0,4216024.785296896
1,971782082720960.6,27.0,4032856.913930095
1,971782082720960.6,28.0,4078371.4927464053
1,971782082720960.6,29.0,4179498.9536636067
1,971782082720960.6,30.0,4018927.959621757
1,971782082720960.6,31.0,4146914.02130914
1,971782082720960.6,32.0,4244033.052569347
1,971782082720960.6,33.0,4010464.8177761342
1,971782082720960.6,34.0,4166787.078867918
1,971782082720960.6,35.0,4180849.6169193913
1,971782082720960.6,36.0,4232162.787962511
1,971782082720960.6,37.0,4071499.9381401893
1,971782082720960.6,38.0,4072096.471551767
1,971782082720960.6,39.0,4234070.502374742
1,971782082720960.6,40.0,4223038.08971006
1,971782082720960.6,41.0,4226947.7264672965
1,971782082720960.6,42.0,4242847.417146399
1,971782082720960.6,43.0,4164011.943964836
1,971782082720960.6,44.0,4248844.637633191
1,971782082720960.6,45.0,4261808.776634491
1,971782082720960.6,46.0,4184103.349096688
1,971782082720960.6,47.0,4411207.422692526
1,971782082720960.6,48.0,4300670.114763324
1,971782082720960.6,49.0,4166379.618058429
1,971782082720960.6,50.0,4331991.664656915
1,971782082720960.6,51.0,4200116.162538625
1,971782082720960.6,52.0,4358947.52541492
1,971782082720960.6,53.0,4398787.962381298
1,971782082720960.6,54.0,4236249.631797505
1,971782082720960.6,55.0,4397850.413533177
1,971782082720960.6,56.0,4358175.626221434
1,971782082720960.6,57.0,4401459.815334445
1,971782082720960.6,58.0,4502606.554659007
1,971782082720960.6,59.0,4324485.341052985
1,971782082720960.6,60.0,4287958.6861008685
1,971782082720960.6,61.0,4283772.202966111
1,971782082720960.6,62.0,4297848.585454393
1,971782082720960.6,63.0,4370161.2419798495
1,971782082720960.6,64.0,4414601.722279336
1,971782082720960.6,65.0,4416766.180406982
1,971782082720960.6,66.0,4473029.344237795
1,971782082720960.6,67.0,4409153.863160264
1,971782082720960.6,68.0,4544151.659591457
1,971782082720960.6,69.0,4400141.659327858
1,971782082720960.6,70.0,4672409.749948694
1,971782082720960.6,71.0,4494652.697583556
1,971782082720960.6,72.0,4370645.399225488
1,971782082720960.6,73.0,4359244.079909941
1,971782082720960.6,74.0,4505487.392663336
1,971782082720960.6,75.0,4450223.230875473
1,971782082720960.6,76.0,4541921.503006456
1,971782082720960.6,77.0,4528206.734238322
1,971782082720960.6,78.0,4486979.305310998
1,971782082720960.6,79.0,4425065.320736221
1,971782082720960.6,80.0,4372461.891138261
1,971782082720960.6,81.0,4476510.467373953
1,971782082720960.6,82.0,4602119.109970258
1,971782082720960.6,83.0,4551802.9291282175
1,971782082720960.6,84.0,4427052.716682535
1,971782082720960.6,85.0,4563696.672674627
1,971782082720960.6,86.0,4590826.517120884
1,971782082720960.6,87.0,4482823.3001419855
1,971782082720960.6,88.0,4585321.449951826
1,971782082720960.6,89.0,4584372.157711036
1,971782082720960.6,90.0,4481963.768483717
1,971782082720960.6,91.0,4627467.611037792
1,971782082720960.6,92.0,4653982.873971709
1,971782082720960.6,93.0,4709998.780862079
1,971782082720960.6,94.0,4715240.012420922
1,971782082720960.6,95.0,4498233.625543055
1,971782082720960.6,96.0,4546553.726375285
1,971782082720960.6,97.0,4689043.539998486
1,971782082720960.6,98.0,4696781.734346958
1,971782082720960.6,99.0,4704753.408695437
1,971782082720960.6,100.0,5023984.164661213
2,798295178966775.1,0.0,3278175.820393502
2,798295178966775.1,1.0,3262806.311515554
2,798295178966775.1,2.0,3220851.0418086094
2,798295178966775.1,3.0,3223661.978631623
2,798295178966775.1,4.0,3144533.4618268893
2,798295178966775.1,5.0,3128312.817959264
2,798295178966775.1,6.0,3242167.724589164
2,798295178966775.1,7.0,3182460.678408846
2,798295178966775.1,8.0,3241703.356094182
2,798295178966775.1,9.0,3215901.4323348897
2,798295178966775.1,10.0,3140543.605430163
2,798295178966775.1,11.0,3286755.2007798017
2,798295178966775.1,12.0,3242711.9067974715
2,798295178966775.1,13.0,3281462.152289265
2,798295178966775.1,14.0,3223958.5815271614
2,798295178966775.1,15.0,3266955.8539064107
2,798295178966775.1,16.0,3398206.8638684805
2,798295178966775.1,17.0,3310241.650298226
2,798295178966775.1,18.0,3344500.6396410028
2,798295178966775.1,19.0,3230278.76048906
2,798295178966775.1,20.0,3479587.458632398
2,798295178966775.1,21.0,3449970.028644732
2,798295178966775.1,22.0,3424589.901299706
2,798295178966775.1,23.0,3395433.747157695
2,798295178966775.1,24.0,3347470.891089796
2,798295178966775.1,25.0,3382487.865699512
2,798295178966775.1,26.0,3429640.8956083274
2,798295178966775.1,27.0,3323305.9922553734
2,798295178966775.1,28.0,3342025.827158774
2,798295178966775.1,29.0,3265609.616001847
2,798295178966775.1,30.0,3332526.883462087
2,798295178966775.1,31.0,3503836.8152776076
2,798295178966775.1,32.0,3374835.9182477845
2,798295178966775.1,33.0,3382296.0716638
2,798295178966775.1,34.0,3431994.7871164335
2,798295178966775.1,35.0,3306537.2355606183
2,798295178966775.1,36.0,3487816.3421301413
2,798295178966775.1,37.0,3516342.4814924765
2,798295178966775.1,38.0,3461793.2537984434
2,798295178966775.1,39.0,3555940.1949140816
2,798295178966775.1,40.0,3357123.941225744
2,798295178966775.1,41.0,3582427.2695635264
2,798295178966775.1,42.0,3410824.023620384
2,798295178966775.1,43.0,3379028.2372513055
2,798295178966775.1,44.0,3457689.816873618
2,798295178966775.1,45.0,3610884.0436567864
2,798295178966775.1,46.0,3485601.5128886555
2,798295178966775.1,47.0,3428186.5064026243
2,798295178966775.1,48.0,3409091.1673056968
2,798295178966775.1,49.0,3498745.3398949956
2,798295178966775.1,50.0,3372356.6914479085
2,798295178966775.1,51.0,3427384.507463518
2,798295178966775.1,52.0,3634070.333422149
2,798295178966775.1,53.0,3625128.3679056214
2,798295178966775.1,54.0,3528961.733981559
2,798295178966775.1,55.0,3511424.295821473
2,798295178966775.1,56.0,3554976.1360447467
2,798295178966775.1,57.0,3724253.645845339
2,798295178966775.1,58.0,3592457.130047061
2,798295178966775.1,59.0,3634935.071626284
2,798295178966775.1,60.0,3561885.2427247954
2,798295178966775.1,61.0,3587116.4190903734
2,798295178966775.1,62.0,3635594.3329600124
2,798295178966775.1,63.0,3604593.116798238
2,798295178966775.1,64.0,3465228.238712282
2,798295178966775.1,65.0,3700709.7763912748
2,798295178966775.1,66.0,3570214.3721841387
2,798295178966775.1,67.0,3773975.641440943
2,798295178966775.1,68.0,3677287.6545319525
2,798295178966775.1,69.0,3639001.8140617996
2,798295178966775.1,70.0,3672215.140870155
2,798295178966775.1,71.0,3638703.460953832
2,798295178966775.1,72.0,3617464.0393965244
2,798295178966775.1,73.0,3674582.8631259985
2,798295178966775.1,74.0,3730659.0964728575
2,798295178966775.1,75.0,3638045.378752595
2,798295178966775.1,76.0,3632769.7200971832
2,798295178966775.1,77.0,3658735.6225897977
2,798295178966775.1,78.0,3761604.6038579214
2,798295178966775.1,79.0,3805129.528999986
2,798295178966775.1,80.0,3730912.4625993427
2,798295178966775.1,81.0,3753619.2264542743
2,798295178966775.1,82.0,3670056.1979571977
2,798295178966775.1,83.0,3788540.4435117166
2,798295178966775.1,84.0,3770794.8196778293
2,798295178966775.1,85.0,3682964.4940440175
2,798295178966775.1,86.0,3608607.889031469
2,798295178966775.1,87.0,3657284.9181188643
2,798295178966775.1,88.0,3704925.0876576197
2,798295178966775.1,89.0,3848985.2605087114
2,798295178966775.1,90.0,3884979.655393586
2,798295178966775.1,91.0,3741165.974913517
2,798295178966775.1,92.0,3749885.8475269717
2,798295178966775.1,93.0,3806932.5259979223
2,798295178966775.1,94.0,3794424.4846548736
2,798295178966775.1,95.0,3870638.2380254148
2,798295178966775.1,96.0,3766447.726407428
2,798295178966775.1,97.0,3885037.3176461635
2,798295178966775.1,98.0,3800776.2462498196
